Retailer,Brand,Segment,Gender,Category,Product Types,Details,Normalized Color,Color Option Name,Activewear,Pattern,Full Price ($),SKUs Available,Season,Description,Care information,Sizes,Return-Risk Probability
Primark - non-transactional site (US),Primark,Value,Women,Accessories,"Bags > Shoulder, Bags","Leather (incl faux leather), Fabrication",Neutral,Sand,Non-activewear,Stripes,36.00,1/1,ss25,"A luxe extra large shopper bag made from soft suede
Bags and Purses Closure: Magnet Strap
Type: Shoulder
Print: Solid Color","Do not bleach
Do not dry clean
Do not tumble dry
Max Temperature 100F/40C
Wash similar colors together
Cool iron
Wash in mesh bag.; Do not dry clean
Max Temperature 85F/30C
Wash inside out
Iron on the reverse
Wash in mesh bag.; Do not tumble dry; Do not wash
Do not iron
Wipe clean.; Do not Iron; Do not dry-clean; Avoid contact with light colors as color may transfer
: OUTER - 100% Leather - Suede LINING - 100%",One Size,
Primark - non-transactional site (US),Primark,Value,Men,Accessories,"Glasses/Sunglasses > Other Glasses/Sunglasses, Glasses/Sunglasses",Fabrication,Brown,Brown,Non-activewear,Plain,16.00,1/1,ss25,"Complete your accessories refresh with these cool navigator shades
Sunglasses Kem Kem Print: Solid Color
Small
Lens Information: 100% protection from UVA and UVB ultra violet rays
Not for use against mechanical impact hazards.; Lens
Information: 100% protection from UVA and UVB ultraviolet rays; Not for use against mechanical impact hazards; Not for night driving or under dull light","Wipe clean
Do not wash Do not bleach
Do not tumble dry
Do not wring or twist
Do not dry clean.
: 90% Acetate 10% Copper WARNING! Not suitable for children under 3 years",One Size,
Primark - non-transactional site (US),Primark,Value,Girls,Accessories,"Hair Accessories, Hair Accessories > Hair Clips",Fabrication,Black,Black,Non-activewear,Graphics,2.00,1/1,ss25,"A multipack of hair clips with snap closures
Hair Accessories : 90% Steel 10%",,One Size,
Primark - non-transactional site (US),Primark,Value,Boys,Bottoms,"Shorts, Shorts > Other Shorts","Apparel, Fabrication, Lengths, Denim, Multi-Packs, Bottoms",Blue,Dark blue,Non-activewear,Conversational,7.50,6/6,ss25,"An easy-to-wear pair: these denim shorts are a summer staple
Shorts Print: Solid Color","Cool iron
Do not bleach
Do not dry clean
Do not tumble dry
Rinse before washing
Wash before first use
Wash similar colors together
Max temperature 85F/30C
Wash inside out
Reshape while damp
Color may transfer: avoid contact with light colors.; Do not bleach
Iron on the reverse
Avoid contact with light colors: color may transfer
Cool iron.; Do not dry clean
Max Temperature 85F/30C
Wash inside out in a mesh bag
Iron on the reverse.; Do not tumble dry; Wash before first use
Max temperature 100F/40C
Do not iron trim.; Wash similar colors together; Reshape while damp; Line dry
Warm iron
Wash dark colors separately
Iron on the reverse.; Avoid contact with light colors as color may transfer; Maximum Temperature 30*C
: 65% Cotton, 35% Polyester Fire
Safety: WARNING! Keep away from","4-5Y, 6-7Y, 1.5-2Y, 2-3Y, 5-6Y, 3-4Y",
Primark - non-transactional site (US),Primark,Value,Women,Footwear,"Sandals > Flip Flop, Sandals","Flat, Fabrication, Footwear",Multicolour,Multi,Non-activewear,Product has no pattern data,6.00,3/3,ss25,"A pair of flatform flip flops with a printed footbed
Flip Flops and Slides Print: Leopard Print
SOLE",": UPPER - SYNTHETIC
INNER - SYNTHETIC","5/6, 7/8, 9/10",
Primark - non-transactional site (US),Primark,Value,Women,Accessories,"Hats > Other Hats, Hats",Fabrication,Navy,Navy,Non-activewear,Graphics,7.50,1/1,ss25,"A Mickey Mouse USA cap, perfect for the Fourth of July
Minnie and Friends Character: Disney's Mickey Mouse
Print: Embroidered
: 100%",,One Size,
Primark - non-transactional site (US),Primark,Value,Boys,Bottoms,Sweatpants,"Apparel, Fabrication, Lengths, Multi-Packs, Bottoms",Black,Charcoal,Non-activewear,Plain,8.00,8/8,ss25,"Cuffed joggers with a drawstring waist and honeycomb textured fabric
Joggers Fit: Regular
Closure: Drawstring Set
Print: Textured","Cool Iron; Do not bleach; Do not dry-clean; Do not tumble dry
Cool iron
Do not bleach
Do not dry-clean
Max temperature 85F/30C
Wash similar colors together
Wash in mesh bag
Wash inside out
Iron on the reverse.; Maximum Temperature 40*C; Wash before first use; Wash similar colors together; Wash Inside Out; Iron on the reverse; Avoid contact with light colors as color may transfer
: 82% Polyester 16% Viscose 2% Elastane Fire
Safety: WARNING! Keep away from","7-8Y, 13-14Y, 8-9Y, 14-15Y, 12-13Y, 11-12Y, 10-11Y, 9-10Y",
Primark - non-transactional site (US),Primark,Value,Girls,Bottoms,"Shorts, Shorts > Runners","Apparel, Fabrication, Lengths, Multi-Packs, Bottoms",Black,Black,Performance,Plain,4.50,8/8,ss25,"Classic running shorts with contrast trim and a stretch waist
Shorts Length: Short
Closure: Drawstring
Print: Color Block","Cool Iron; Do not bleach; Do not dry-clean; Do not tumble dry
Cool iron
Do not bleach
Do not dry-clean
Max temperature 85F/30C
Wash similar colors together
Wash in mesh bag
Wash inside out
Iron on the reverse.; Maximum Temperature 40*C; Wash before first use; Wash similar colors together
: 60% Polyester 40% Fire
Safety: WARNING! Keep away from","10-11Y, 8-9Y, 7-8Y, 13-14Y, 9-10Y, 11-12Y, 14-15Y, 12-13Y",
Primark - non-transactional site (US),Primark,Value,Women,Tops,Sweatshirts ,"Apparel, Fits, Sleeves, Fabrication, Tops, Round Neck, Multi-Packs",Grey,Gray heather,Non-activewear,Graphics,20.00,6/6,ss25,"A cardigan with a cute retro Mickey Mouse design
Minnie and Friends Character: Disney's Mickey Mouse
Neckline: Crew
Fit: Regular Sleeve
Length: Full Length Model
Size: S
Print: Print","Maximum Temperature 104*F; Do not dry clean
Do not bleach
Cool iron
Do not tumble dry
Max temperature 85°F/30°C
Wash similar colors together
Wash inside out
Wash in mesh bag
Iron on reverse.; Do not tumble dry
Do not dry clean
Wash in a mesh bag
Iron on the reverse.; Cool iron
Max temperature 100°F/40°C
Do not wring or twist.; Do not bleach
Do not wring or twist.
: 60% Cotton 40% Polyester Fire
Safety: WARNING! Keep away from","L, S, XXS, XS, XL, M",
Primark - non-transactional site (US),Primark,Value,Women,Nightwear,"Pajama Tops, Pajama Tops > Camis/Vests","Sleeveless, Apparel, Sleeves, Fabrication, Multi-Packs",Blue,Light blue,Non-activewear,Conversational,13.00,7/7,ss25,"A ribbed PJ tank starring Stitch
s Stitch Character: Disney's Stitch
Neckline: Scoop Sleeve
Length: Sleeveless Model
Size: S-10/12
Print: Printed","Do not bleach
Do not dry clean
Do not tumble dry
Max temperature 85°F/30°C
Wash similar colors together
Cool iron
Iron on the reverse
Wash inside out.; Do not dry clean
Max temperature 100°F/40°C
Wash dark colors separately
Do not wring or twist.; Do not tumble dry; Wash similar colors together; Max temperature 85F/30C
Wash inside out
Wash separately
Wash in a mesh bag; Wash Inside Out; Warm Iron; Iron on the reverse
: 95% Cotton 5% Elastane Fire
Safety: WARNING! Keep away from","0/2, 8/10, 2/4, 18/20, 14/16, 10/12, 6/8",
Primark - non-transactional site (US),Primark,Value,Men,Tops,T-Shirts,"Short Sleeve, Round Neck, Apparel, Fits, Sleeves, Fabrication, Tops, Multi-Packs",Grey,Gray heather,Non-activewear,Graphics,14.00,7/7,ss25,"Swish this NBA Washington Wizards crew neck into your basket
Neckline: Crew
Fit: Regular Sleeve
Length: Short sleeve Model
Size: M Set","Maximum Temperature 104*F; Do not dry clean
Do not bleach
Cool iron
Do not tumble dry
Max temperature 85°F/30°C
Wash similar colors together
Wash inside out
Wash in mesh bag
Iron on reverse.; Do not tumble dry
Do not dry clean
Wash in a mesh bag
Iron on the reverse.; Cool iron
Max temperature 100°F/40°C
Do not wring or twist.; Do not bleach
Do not wring or twist.; Wash Inside Out; Iron on the reverse; Wash similar colors together; Avoid contact with light colors as color may transfer
Shirts NBA NBA Character: Washington Wizards
: 99% Cotton 1%","S, XXL, M, L, XL, XS, XXXL",
Primark - non-transactional site (US),Primark,Value,Women,Tops,Hoodies,"Apparel, Fits, Sleeves, Fabrication, Tops, Multi-Packs",Grey,Gray heather,Non-activewear,Graphics,36.00,7/7,ss25,"A drawstring NFL New York Jets hoodie with a front kangaroo pocket
Hoodies NFL NFL Character: New York Jets
Neckline: Hooded
Fit: Regular Sleeve
Length: Full Length
Closure: None Set","Do not dry-clean; Do not tumble dry
Cool iron
Do not bleach
Do not dry-clean
Max temperature 85F/30C
Wash similar colors together
Wash in mesh bag
Wash inside out
Iron on the reverse.; Cool iron
Do not dry clean
Do not tumble dry
Max temperature 100°F/40°C
Wash in mesh bag.; Do not bleach
Maximum Temperature 85F/30C
Wash separately
Iron on the reverse.; Iron on the reverse; Wash Inside Out; Maximum temperature 86F/30C
Wash dark colors separately
Reshape whilst damp
Wash in mesh bag.; Wash similar colors together
: 60% Cotton 40%","XS, S, M, XXXL, XL, XXL, L",
Primark - non-transactional site (US),Primark,Value,Women,Outerwear,"Coats > Trench, Coats","Double Breasted, Hooded, Outerwear, Apparel, Sleeves, Fabrication, Multi-Packs",Neutral,Beige,Non-activewear,Plain,50.00,6/6,ss25,"An adaptive trench with magnetic closures, sleeve zippers and a tie belt
Coats and Jackets Sleeve Length: Full Length Model
Size: S-8/10 No hood
Print: Solid Color Wind Resistant
Warning: This product contains a magnetic element
If you have a pacemaker or implantable defibrillator, consult your doctor before using
If the magnetic part is ingested, please seek immediate medical attention
If the magnetic element becomes damaged, please dispose of the product
The magnetic element on this product is securely attached to prevent ingestion.; If the magnetic part is ingested, please seek immediate medical attention
If the magnetic element on this product become damaged, please dispose of the product
The magnetic element on this product is securely attached to prevent ingestion.
If you have a pacemaker or implantable defibrillator, consult your doctor before using the product Fire","Do not dry-clean; Do not tumble dry
Cool iron
Do not bleach
Do not dry-clean
Max temperature 85F/30C
Wash similar colors together
Wash in mesh bag
Wash inside out
Iron on the reverse.; Cool iron
Do not dry clean
Do not tumble dry
Max temperature 100°F/40°C
Wash in mesh bag.; Do not bleach
Iron on the reverse
Wash before first use
Warm iron
Wash inside out.; Maximum temperature 86F/30C
Wash dark colors separately
Reshape whilst damp
Wash in mesh bag.; Wash similar colors together
: SHELL - 100% Polyester LINING - 100% Polyester
Safety: WARNING! Keep away from","XXL, S, XS, L, XL, M",
Primark - non-transactional site (NL),Primark,Value,Women,Accessories,"Bags > Shoulder, Bags","Fabrication, Leather (incl faux leather)",Black,Black,Non-activewear,Plain,14.14,1/1,ss25,"An imitation leather shopper with classic silhouette and drawstrings
Bags and wallets Type of band: 2 x shoulder
pattern: Solid color
Dimensions: 56 cm x 16 cm x",Materiaalsamenstelling: 100% pvc - textiel,One Size,
Primark - non-transactional site (NL),Primark,Value,Men,Tops,T-Shirts,"Round Neck, Short Sleeve, Apparel, Fits, Sleeves, Fabrication, Tops, Multi-Packs",Navy,Navy blue,Non-activewear,Plain,3.52,7/7,ss25,"A classic T-shirt with a round neck, regular fit and short sleeves
shirts neckline: Round neck
Fit: Regular
Sleeve length: speckled jacquard short sleeve model
Size: M
Fire safety: Warning! From the mountains of fire","Niet bleken
Koud strijken
Niet chemisch reinigen
Niet in de droger
Maximale wastemperatuur 40 °C
Wassen met vergelijkbare kleuren
Wassen in een mesh waszakje.; Niet chemisch reinigen
Binnenstebuiten wassen en strijken
Maximale wastemperatuur 30 °C
Koud strijken.; Niet in de droger
Binnenstebuiten wassen
In vorm brengen terwijl het vochtig is
Uitspoelen voor het wassen.; Maximale wastemperatuur 40 °C
Drogen op lage temperatuur
Donkere kleuren afzonderlijk wassen
Niet uitwringen of wrijven.; Wassen met vergelijkbare kleuren
Materiaalsamenstelling: 100% katoen","XXXL, XS, L, M, S, XL, XXL",
Primark - non-transactional site (NL),Primark,Value,Boys,Bottoms,Sweatpants,"Apparel, Fabrication, Lengths, Multi-Packs, Bottoms",Grey,Slate,Non-activewear,Conversational,10.55,8/8,ss25,"A sweatpants with drawstring at the waist, side pockets, ankle cuffs and Pokémon print
Sweatpants Gaming Pokémon Kareness: Pokémon
confirmation: drawstring
pattern: Print
Fire safety: Warning! From the mountains of fire","Koud strijken
Niet bleken
Niet chemisch reinigen
Niet in de droger
Maximale wastemperatuur 40 °C
Wassen met vergelijkbare kleuren
Wassen in een mesh waszakje.; Niet bleken
Maximale wastemperatuur 40°C
Spoelen voor het wassen
Wassen voor het eerste gebruik
Vergelijkbare kleuren samen wassen; Niet chemisch reinigen
Binnenstebuiten wassen en strijken
Maximale wastemperatuur 30 °C
Koud strijken.; Niet in de droger
Maximale wastemperatuur 30°C
Wassen in een mesh zakje
Binnenstebuiten wassen en strijken.; Binnenstebuiten strijken; Maximale wastemperatuur 40 °C
Drogen op lage temperatuur
Donkere kleuren afzonderlijk wassen
Niet uitwringen of wrijven.; Wassen voor het eerste gebruik; Wassen met vergelijkbare kleuren
Materiaalsamenstelling: 60% katoen, 40% polyester","11-12Y, 8-9Y, 10-11Y, 14-15Y, 9-10Y, 13-14Y, 12-13Y, 7-8Y",
Primark - non-transactional site (NL),Primark,Value,Women,Hosiery,"Socks, Socks > Long","Apparel, Fabrication, Multi-Packs",Pink,Pink,Non-activewear,Conversational,4.10,2/2,ss25,"Two pairs of socks with angel motif
Socks pattern: Heart
Fire safety: Warning! From the mountains of fire","Niet bleken
Niet chemisch reinigen
Niet in de droger
Maximale wastemperatuur 40 °C
Vergelijkbare kleuren samen wassen
Koud strijken
Wassen in een mesh waszakje.; Niet chemisch reinigen
Maximale wastemperatuur 30 °C
Wassen met vergelijkbare kleuren
Binnenstebuiten wassen
Wassen in een mesh zakje
Binnenstebuiten strijken
In vorm brengen terwijl het kledingstuk vochtig is.; Niet in de droger
Alleen chemisch reinigen
Koud strijken; Maximale wastemperatuur 30*C; Wassen met vergelijkbare kleuren; Wassen voor het eerste gebruik
Materiaalsamenstelling: 50% katoen, 45% polyester, 5% elastaan","35-38, 39-42",
Primark - non-transactional site (NL),Primark,Value,Boys,Tops,T-Shirts,"Short Sleeve, Round Neck, Apparel, Fits, Sleeves, Fabrication, Tops, Multi-Packs",Black,Black,Non-activewear,Conversational,5.28,8/8,ss25,"A T-shirt with short sleeves and all-over pattern by Sonic the Hedgehog-personages
shirts Gaming Sonic the Hedgehog Character: Sonic
neckline: Round neck
Fit: Regular
Sleeve length: Short sleeve
pattern: Print
Fire safety: Warning! From the mountains of fire","Koud strijken
Niet bleken
Niet chemisch reinigen
Niet in de droger
Maximale wastemperatuur 40 °C
Wassen met vergelijkbare kleuren
Niet uitwringen of wrijven.; Niet bleken
Niet uitwringen of wrijven.; Niet chemisch reinigen
Maximale wastemperatuur 30 °C
Binnenstebuiten wassen en strijken
Wassen in een mesh waszakje.; Niet in de droger
Maximale wastemperatuur 30°C; Binnenstebuiten strijken; Maximale wastemperatuur 40˚C
Koel strijken
Sluitingen dichtmaken voor het wassen; Wassen voor het eerste gebruik; Wassen met vergelijkbare kleuren; Binnenstebuiten wassen
Materiaalsamenstelling: 100% katoen","14-15Y, 8-9Y, 9-10Y, 12-13Y, 13-14Y, 10-11Y, 11-12Y, 7-8Y",
